12:19:12.460290 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 317: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 275
14:35:42.084984 00:c0:ca:83:1b:8c > e8:de:27:57:4f:32, ethertype IPv4 (0x0800), length 86: 192.168.0.100.43370 > 192.168.0.1.80: Flags [.], ack 10146, win 455, options [nop,nop,TS val 4306473 ecr 2597207,nop,nop,sack 2 {15938:17386}{11594:14490}], length 0
14:35:42.097286 e8:de:27:57:4f:32 > 00:c0:ca:83:1b:8c, ethertype IPv4 (0x0800), length 1514: 192.168.0.1.80 > 192.168.0.100.43370: Flags [.], seq 10146:11594, ack 334, win 2896, options [nop,nop,TS val 2597221 ecr 4306470], length 1448
14:35:42.131078 e8:de:27:57:4f:32 > 00:c0:ca:83:1b:8c, ethertype IPv4 (0x0800), length 1514: 192.168.0.1.80 > 192.168.0.100.43370: Flags [.], seq 14490:15938, ack 334, win 2896, options [nop,nop,TS val 2597221 ecr 4306470], length 1448
14:35:42.158726 e8:de:27:57:4f:32 > 00:c0:ca:83:1b:8c, ethertype IPv4 (0x0800), length 1514: 192.168.0.1.80 > 192.168.0.100.43370: Flags [.], seq 17386:18834, ack 334, win 2896, options [nop,nop,TS val 2597221 ecr 4306473], length 1448
14:35:42.158712 00:c0:ca:83:1b:8c > e8:de:27:57:4f:32, ethertype IPv4 (0x0800), length 78: 192.168.0.100.43370 > 192.168.0.1.80: Flags [.], ack 10146, win 477, options [nop,nop,TS val 4306489 ecr 2597207,nop,nop,sack 1 {11594:17386}], length 0
14:35:42.172038 e8:de:27:57:4f:32 > 00:c0:ca:83:1b:8c, ethertype IPv4 (0x0800), length 1514: 192.168.0.1.80 > 192.168.0.100.43370: Flags [.], seq 18834:20282, ack 334, win 2896, options [nop,nop,TS val 2597240 ecr 4306489], length 1448
14:35:42.172536 00:c0:ca:83:1b:8c > e8:de:27:57:4f:32, ethertype IPv4 (0x0800), length 78: 192.168.0.100.43370 > 192.168.0.1.80: Flags [.], ack 10146, win 500, options [nop,nop,TS val 4306493 ecr 2597207,nop,nop,sack 1 {11594:18834}], length 0
14:35:42.185863 e8:de:27:57:4f:32 > 00:c0:ca:83:1b:8c, ethertype IPv4 (0x0800), length 1514: 192.168.0.1.80 > 192.168.0.100.43370: Flags [.], seq 20282:21730, ack 334, win 2896, options [nop,nop,TS val 2597243 ecr 4306493], length 1448
14:35:42.187896 00:c0:ca:83:1b:8c > e8:de:27:57:4f:32, ethertype IPv4 (0x0800), length 78: 192.168.0.100.43370 > 192.168.0.1.80: Flags [.], ack 10146, win 523, options [nop,nop,TS val 4306496 ecr 2597207,nop,nop,sack 1 {11594:20282}], length 0
14:35:42.187896 00:c0:ca:83:1b:8c > e8:de:27:57:4f:32, ethertype IPv4 (0x0800), length 78: 192.168.0.100.43370 > 192.168.0.1.80: Flags [.], ack 10146, win 545, options [nop,nop,TS val 4306499 ecr 2597207,nop,nop,sack 1 {11594:21730}], length 0
14:35:42.200709 e8:de:27:57:4f:32 > 00:c0:ca:83:1b:8c, ethertype IPv4 (0x0800), length 1514: 192.168.0.1.80 > 192.168.0.100.43370: Flags [.], seq 21730:23178, ack 334, win 2896, options [nop,nop,TS val 2597247 ecr 4306496], length 1448
14:35:42.234501 e8:de:27:57:4f:32 > 00:c0:ca:83:1b:8c, ethertype IPv4 (0x0800), length 1514: 192.168.0.1.80 > 192.168.0.100.43370: Flags [.], seq 23178:24626, ack 334, win 2896, options [nop,nop,TS val 2597247 ecr 4306499], length 1448
14:35:42.551942 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 317: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 275
14:35:42.655366 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
14:35:42.751095 00:c0:ca:83:1b:8c > e8:de:27:57:4f:32, ethertype IPv4 (0x0800), length 86: 192.168.0.100.43370 > 192.168.0.1.80: Flags [.], ack 10146, win 568, options [nop,nop,TS val 4306518 ecr 2597207,nop,nop,sack 2 {23178:24626}{11594:21730}], length 0
14:35:42.764421 e8:de:27:57:4f:32 > 00:c0:ca:83:1b:8c, ethertype IPv4 (0x0800), length 1514: 192.168.0.1.80 > 192.168.0.100.43370: Flags [.], seq 24626:26074, ack 334, win 2896, options [nop,nop,TS val 2597388 ecr 4306518], length 1448
14:35:42.765445 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 389: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 347
14:35:42.768503 00:c0:ca:83:1b:8c > e8:de:27:57:4f:32, ethertype IPv4 (0x0800), length 86: 192.168.0.100.43370 > 192.168.0.1.80: Flags [.], ack 10146, win 591, options [nop,nop,TS val 4306645 ecr 2597207,nop,nop,sack 2 {23178:26074}{11594:21730}], length 0
14:35:42.782342 e8:de:27:57:4f:32 > 00:c0:ca:83:1b:8c, ethertype IPv4 (0x0800), length 1514: 192.168.0.1.80 > 192.168.0.100.43370: Flags [.], seq 26074:27522, ack 334, win 2896, options [nop,nop,TS val 2597392 ecr 4306645], length 1448
14:35:42.783351 00:c0:ca:83:1b:8c > e8:de:27:57:4f:32, ethertype IPv4 (0x0800), length 86: 192.168.0.100.43370 > 192.168.0.1.80: Flags [.], ack 10146, win 613, options [nop,nop,TS val 4306648 ecr 2597207,nop,nop,sack 2 {23178:27522}{11594:21730}], length 0
14:35:42.797702 e8:de:27:57:4f:32 > 00:c0:ca:83:1b:8c, ethertype IPv4 (0x0800), length 1514: 192.168.0.1.80 > 192.168.0.100.43370: Flags [.], seq 27522:28970, ack 334, win 2896, options [nop,nop,TS val 2597396 ecr 4306648], length 1448
14:35:42.799221 00:c0:ca:83:1b:8c > e8:de:27:57:4f:32, ethertype IPv4 (0x0800), length 86: 192.168.0.100.43370 > 192.168.0.1.80: Flags [.], ack 10146, win 636, options [nop,nop,TS val 4306652 ecr 2597207,nop,nop,sack 2 {23178:28970}{11594:21730}], length 0
14:35:42.812549 e8:de:27:57:4f:32 > 00:c0:ca:83:1b:8c, ethertype IPv4 (0x0800), length 1514: 192.168.0.1.80 > 192.168.0.100.43370: Flags [.], seq 28970:30418, ack 334, win 2896, options [nop,nop,TS val 2597400 ecr 4306652], length 1448
14:35:42.864261 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 381: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 339
14:35:42.919559 e8:de:27:57:4f:32 > 00:c0:ca:83:1b:8c, ethertype IPv4 (0x0800), length 1514: 192.168.0.1.80 > 192.168.0.100.43370: Flags [.], seq 10146:11594, ack 334, win 2896, options [nop,nop,TS val 2597427 ecr 4306652], length 1448
14:35:42.967685 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
14:35:43.071686 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 365: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 323
14:35:43.175621 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 397: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 355
14:35:43.279557 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
14:35:43.383494 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 385: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 343
14:35:43.487942 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 379: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 337
14:35:43.591877 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 326: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 284
14:35:43.695813 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 381: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 339
14:35:43.799749 e8:de:27:57:4f:32 > 01:00:5e:7f:ff:fa, ethertype IPv4 (0x0800), length 391: 192.168.0.1.60093 > 239.255.255.250.1900: UDP, length 349
14:35:44.567813 e8:de:27:57:4f:32 > 00:c0:ca:83:1b:8c, ethertype IPv4 (0x0800), length 1514: 192.168.0.1.80 > 192.168.0.100.43370: Flags [.], seq 10146:11594, ack 334, win 2896, options [nop,nop,TS val 2597839 ecr 4306652], length 1448
14:35:45.687094 00:c0:ca:83:1b:8c > e8:de:27:57:4f:32, ethertype IPv4 (0x0800), length 76: 192.168.0.100.20239 > 192.168.0.1.53: 15481+ A? daisy.ubuntu.com. (34)
14:35:45.687607 00:c0:ca:83:1b:8c > e8:de:27:57:4f:32, ethertype IPv4 (0x0800), length 76: 192.168.0.100.33798 > 192.168.0.1.53: 41831+ AAAA? daisy.ubuntu.com. (34)
14:35:45.687607 00:c0:ca:83:1b:8c > e8:de:27:57:4f:32, ethertype IPv4 (0x0800), length 66: 192.168.0.100.43366 > 192.168.0.1.80: Flags [F.], seq 1, ack 1, win 229, options [nop,nop,TS val 4307359 ecr 2596848], length 0
14:35:45.688644 e8:de:27:57:4f:32 > 00:c0:ca:83:1b:8c, ethertype IPv4 (0x0800), length 104: 192.168.0.1 > 192.168.0.100: ICMP net 192.168.0.1 unreachable, length 70
14:35:45.689156 e8:de:27:57:4f:32 > 00:c0:ca:83:1b:8c, ethertype IPv4 (0x0800), length 104: 192.168.0.1 > 192.168.0.100: ICMP net 192.168.0.1 unreachable, length 70
14:35:45.692228 e8:de:27:57:4f:32 > 00:c0:ca:83:1b:8c, ethertype IPv4 (0x0800), length 66: 192.168.0.1.80 > 192.168.0.100.43366: Flags [.], ack 2, win 2896, options [nop,nop,TS val 2598123 ecr 4307359], length 0
14:35:46.626679 00:c0:ca:83:1b:8c > e8:de:27:57:4f:32, ethertype IPv4 (0x0800), length 66: 192.168.0.100.43364 > 192.168.0.1.80: Flags [F.], seq 1, ack 1, win 229, options [nop,nop,TS val 4307609 ecr 2596848], length 0
14:35:46.632326 e8:de:27:57:4f:32 > 00:c0:ca:83:1b:8c, ethertype IPv4 (0x0800), length 66: 192.168.0.1.80 > 192.168.0.100.43364: Flags [.], ack 2, win 2896, options [nop,nop,TS val 2598358 ecr 4307609], length 0
14:35:47.267764 00:c0:ca:83:1b:8c > e8:de:27:57:4f:32, ethertype IPv4 (0x0800), length 83: 192.168.0.100.61303 > 192.168.0.1.53: 52440+ A? self-repair.mozilla.org. (41)
14:35:47.267764 00:c0:ca:83:1b:8c > e8:de:27:57:4f:32, ethertype IPv4 (0x0800), length 83: 192.168.0.100.20601 > 192.168.0.1.53: 32696+ AAAA? self-repair.mozilla.org. (41)
14:35:47.268804 e8:de:27:57:4f:32 > 00:c0:ca:83:1b:8c, ethertype IPv4 (0x0800), length 111: 192.168.0.1 > 192.168.0.100: ICMP net 192.168.0.1 unreachable, length 77
14:35:47.269316 e8:de:27:57:4f:32 > 00:c0:ca:83:1b:8c, ethertype IPv4 (0x0800), length 111: 192.168.0.1 > 192.168.0.100: ICMP net 192.168.0.1 unreachable, length 77
14:35:47.863750 e8:de:27:57:4f:32 > 00:c0:ca:83:1b:8c, ethertype IPv4 (0x0800), length 1514: 192.168.0.1.80 > 192.168.0.100.43370: Flags [.], seq 10146:11594, ack 334, win 2896, options [nop,nop,TS val 2598663 ecr 4306652], length 1448
14:35:47.977909 00:c0:ca:83:1b:8c > e8:de:27:57:4f:32, ethertype IPv4 (0x0800), length 78: 192.168.0.100.43370 > 192.168.0.1.80: Flags [.], ack 21730, win 658, options [nop,nop,TS val 4307926 ecr 2598663,nop,nop,sack 1 {23178:28970}], length 0
14:35:47.991238 e8:de:27:57:4f:32 > 00:c0:ca:83:1b:8c, ethertype IPv4 (0x0800), length 1514: 192.168.0.1.80 > 192.168.0.100.43370: Flags [.], seq 30418:31866, ack 334, win 2896, options [nop,nop,TS val 2598694 ecr 4307926], length 1448
14:35:48.004613 e8:de:27:57:4f:32 > 00:c0:ca:83:1b:8c, ethertype IPv4 (0x0800), length 1514: 192.168.0.1.80 > 192.168.0.100.43370: Flags [.], seq 31866:33314, ack 334, win 2896, options [nop,nop,TS val 2598694 ecr 4307926], length 1448
14:35:48.005109 00:c0:ca:83:1b:8c > e8:de:27:57:4f:32, ethertype IPv4 (0x0800), length 86: 192.168.0.100.43370 > 192.168.0.1.80: Flags [.], ack 21730, win 681, options [nop,nop,TS val 4307951 ecr 2598663,nop,nop,sack 2 {30418:31866}{23178:28970}], length 0
14:35:48.005621 00:c0:ca:83:1b:8c > e8:de:27:57:4f:32, ethertype IPv4 (0x0800), length 86: 192.168.0.100.43370 > 192.168.0.1.80: Flags [.], ack 21730, win 704, options [nop,nop,TS val 4307954 ecr 2598663,nop,nop,sack 2 {30418:33314}{23178:28970}], length 0
14:35:48.018437 e8:de:27:57:4f:32 > 00:c0:ca:83:1b:8c, ethertype IPv4 (0x0800), length 1514: 192.168.0.1.80 > 192.168.0.100.43370: Flags [.], seq 21730:23178, ack 334, win 2896, options [nop,nop,TS val 2598701 ecr 4307951], length 1448
14:35:48.019957 00:c0:ca:83:1b:8c > e8:de:27:57:4f:32, ethertype IPv4 (0x0800), length 78: 192.168.0.100.43370 > 192.168.0.1.80: Flags [.], ack 28970, win 726, options [nop,nop,TS val 4307957 ecr 2598701,nop,nop,sack 1 {30418:33314}], length 0
14:35:48.032773 e8:de:27:57:4f:32 > 00:c0:ca:83:1b:8c, ethertype IPv4 (0x0800), length 1514: 192.168.0.1.80 > 192.168.0.100.43370: Flags [.], seq 28970:30418, ack 334, win 2896, options [nop,nop,TS val 2598701 ecr 4307951], length 1448
14:35:48.046597 e8:de:27:57:4f:32 > 00:c0:ca:83:1b:8c, ethertype IPv4 (0x0800), length 1514: 192.168.0.1.80 > 192.168.0.100.43370: Flags [.], seq 31866:33314, ack 334, win 2896, options [nop,nop,TS val 2598701 ecr 4307951], length 1448
14:35:48.047093 00:c0:ca:83:1b:8c > e8:de:27:57:4f:32, ethertype IPv4 (0x0800), length 66: 192.168.0.100.43370 > 192.168.0.1.80: Flags [.], ack 33314, win 749, options [nop,nop,TS val 4307961 ecr 2598701], length 0
14:35:48.059909 e8:de:27:57:4f:32 > 00:c0:ca:83:1b:8c, ethertype IPv4 (0x0800), length 1514: 192.168.0.1.80 > 192.168.0.100.43370: Flags [.], seq 33314:34762, ack 334, win 2896, options [nop,nop,TS val 2598701 ecr 4307954], length 1448
14:35:48.061943 00:c0:ca:83:1b:8c > e8:de:27:57:4f:32, ethertype IPv4 (0x0800), length 66: 192.168.0.100.43370 > 192.168.0.1.80: Flags [.], ack 34762, win 772, options [nop,nop,TS val 4307968 ecr 2598701], length 0
14:35:48.075781 e8:de:27:57:4f:32 > 00:c0:ca:83:1b:8c, ethertype IPv4 (0x0800), length 1514: 192.168.0.1.80 > 192.168.0.100.43370: Flags [.], seq 34762:36210, ack 334, win 2896, options [nop,nop,TS val 2598705 ecr 4307957], length 1448
14:35:48.088580 e8:de:27:57:4f:32 > 00:c0:ca:83:1b:8c, ethertype IPv4 (0x0800), length 1514: 192.168.0.1.80 > 192.168.0.100.43370: Flags [.], seq 36210:37658, ack 334, win 2896, options [nop,nop,TS val 2598712 ecr 4307961], length 1448
14:35:48.089077 00:c0:ca:83:1b:8c > e8:de:27:57:4f:32, ethertype IPv4 (0x0800), length 66: 192.168.0.100.43370 > 192.168.0.1.80: Flags [.], ack 36210, win 794, options [nop,nop,TS val 4307972 ecr 2598705], length 0
14:35:48.101892 e8:de:27:57:4f:32 > 00:c0:ca:83:1b:8c, ethertype IPv4 (0x0800), length 1514: 192.168.0.1.80 > 192.168.0.100.43370: Flags [.], seq 37658:39106, ack 334, win 2896, options [nop,nop,TS val 2598715 ecr 4307968], length 1448
14:35:48.102389 00:c0:ca:83:1b:8c > e8:de:27:57:4f:32, ethertype IPv4 (0x0800), length 66: 192.168.0.100.43370 > 192.168.0.1.80: Flags [.], ack 37658, win 817, options [nop,nop,TS val 4307975 ecr 2598712], length 0
14:35:48.115205 e8:de:27:57:4f:32 > 00:c0:ca:83:1b:8c, ethertype IPv4 (0x0800), length 1514: 192.168.0.1.80 > 192.168.0.100.43370: Flags [.], seq 39106:40554, ack 334, win 2896, options [nop,nop,TS val 2598722 ecr 4307972], length 1448
14:35:48.117237 00:c0:ca:83:1b:8c > e8:de:27:57:4f:32, ethertype IPv4 (0x0800), length 66: 192.168.0.100.43370 > 192.168.0.1.80: Flags [.], ack 39106, win 839, options [nop,nop,TS val 4307978 ecr 2598715], length 0
14:35:48.117237 00:c0:ca:83:1b:8c > e8:de:27:57:4f:32, ethertype IPv4 (0x0800), length 66: 192.168.0.100.43370 > 192.168.0.1.80: Flags [.], ack 40554, win 862, options [nop,nop,TS val 4307982 ecr 2598722], length 0
14:35:48.123909 e8:de:27:57:4f:32 > 00:c0:ca:83:1b:8c, ethertype IPv4 (0x0800), length 1514: 192.168.0.1.80 > 192.168.0.100.43370: Flags [.], seq 40554:42002, ack 334, win 2896, options [nop,nop,TS val 2598725 ecr 4307975], length 1448
14:35:48.124914 00:c0:ca:83:1b:8c > e8:de:27:57:4f:32, ethertype IPv4 (0x0800), length 66: 192.168.0.100.43370 > 192.168.0.1.80: Flags [.], ack 42002, win 885, options [nop,nop,TS val 4307984 ecr 2598725], length 0
14:35:48.132614 e8:de:27:57:4f:32 > 00:c0:ca:83:1b:8c, ethertype IPv4 (0x0800), length 1514: 192.168.0.1.80 > 192.168.0.100.43370: Flags [.], seq 42002:43450, ack 334, win 2896, options [nop,nop,TS val 2598729 ecr 4307978], length 1448
14:35:48.139269 e8:de:27:57:4f:32 > 00:c0:ca:83:1b:8c, ethertype IPv4 (0x0800), length 1514: 192.168.0.1.80 > 192.168.0.100.43370: Flags [.], seq 43450:44898, ack 334, win 2896, options [nop,nop,TS val 2598729 ecr 4307982], length 1448
14:35:48.145911 00:c0:ca:83:1b:8c > e8:de:27:57:4f:32, ethertype IPv4 (0x0800), length 66: 192.168.0.100.43370 > 192.168.0.1.80: Flags [.], ack 43450, win 907, options [nop,nop,TS val 4307986 ecr 2598729], length 0
14:35:48.145909 00:c0:ca:83:1b:8c > e8:de:27:57:4f:32, ethertype IPv4 (0x0800), length 66: 192.168.0.100.43370 > 192.168.0.1.80: Flags [.], ack 44898, win 930, options [nop,nop,TS val 4307988 ecr 2598729], length 0
14:35:48.153605 e8:de:27:57:4f:32 > 00:c0:ca:83:1b:8c, ethertype IPv4 (0x0800), length 1514: 192.168.0.1.80 > 192.168.0.100.43370: Flags [.], seq 44898:46346, ack 334, win 2896, options [nop,nop,TS val 2598731 ecr 4307984], length 1448
14:35:48.154612 00:c0:ca:83:1b:8c > e8:de:27:57:4f:32, ethertype IPv4 (0x0800), length 66: 192.168.0.100.43370 > 192.168.0.1.80: Flags [.], ack 46346, win 953, options [nop,nop,TS val 4307991 ecr 2598731], length 0
14:35:48.161796 e8:de:27:57:4f:32 > 00:c0:ca:83:1b:8c, ethertype IPv4 (0x0800), length 1514: 192.168.0.1.80 > 192.168.0.100.43370: Flags [.], seq 46346:47794, ack 334, win 2896, options [nop,nop,TS val 2598736 ecr 4307986], length 1448
14:35:48.169989 e8:de:27:57:4f:32 > 00:c0:ca:83:1b:8c, ethertype IPv4 (0x0800), length 1514: 192.168.0.1.80 > 192.168.0.100.43370: Flags [.], seq 47794:49242, ack 334, win 2896, options [nop,nop,TS val 2598736 ecr 4307986], length 1448
14:35:48.169975 00:c0:ca:83:1b:8c > e8:de:27:57:4f:32, ethertype IPv4 (0x0800), length 66: 192.168.0.100.43370 > 192.168.0.1.80: Flags [.], ack 47794, win 975, options [nop,nop,TS val 4307993 ecr 2598736], length 0
14:35:48.177158 e8:de:27:57:4f:32 > 00:c0:ca:83:1b:8c, ethertype IPv4 (0x0800), length 1514: 192.168.0.1.80 > 192.168.0.100.43370: Flags [.], seq 49242:50690, ack 334, win 2896, options [nop,nop,TS val 2598739 ecr 4307991], length 1448
14:35:48.177141 00:c0:ca:83:1b:8c > e8:de:27:57:4f:32, ethertype IPv4 (0x0800), length 66: 192.168.0.100.43370 > 192.168.0.1.80: Flags [.], ack 49242, win 998, options [nop,nop,TS val 4307995 ecr 2598736], length 0
14:35:48.177141 00:c0:ca:83:1b:8c > e8:de:27:57:4f:32, ethertype IPv4 (0x0800), length 66: 192.168.0.100.43370 > 192.168.0.1.80: Flags [.], ack 50690, win 1020, options [nop,nop,TS val 4307997 ecr 2598739], length 0
14:35:48.183814 e8:de:27:57:4f:32 > 00:c0:ca:83:1b:8c, ethertype IPv4 (0x0800), length 1514: 192.168.0.1.80 > 192.168.0.100.43370: Flags [.], seq 50690:52138, ack 334, win 2896, options [nop,nop,TS val 2598739 ecr 4307991], length 1448
14:35:48.186885 e8:de:27:57:4f:32 > 00:c0:ca:83:1b:8c, ethertype IPv4 (0x0800), length 1514: 192.168.0.1.80 > 192.168.0.100.43370: Flags [.], seq 52138:53586, ack 334, win 2896, options [nop,nop,TS val 2598744 ecr 4307995], length 1448
14:35:48.186869 00:c0:ca:83:1b:8c > e8:de:27:57:4f:32, ethertype IPv4 (0x0800), length 66: 192.168.0.100.43370 > 192.168.0.1.80: Flags [.], ack 52138, win 1043, options [nop,nop,TS val 4307999 ecr 2598739], length 0
14:35:48.189445 e8:de:27:57:4f:32 > 00:c0:ca:83:1b:8c, ethertype IPv4 (0x0800), length 1514: 192.168.0.1.80 > 192.168.0.100.43370: Flags [.], seq 53586:55034, ack 334, win 2896, options [nop,nop,TS val 2598744 ecr 4307995], length 1448
14:35:48.189429 00:c0:ca:83:1b:8c > e8:de:27:57:4f:32, ethertype IPv4 (0x0800), length 66: 192.168.0.100.43370 > 192.168.0.1.80: Flags [.], ack 53586, win 1066, options [nop,nop,TS val 4307999 ecr 2598744], length 0
14:35:48.192006 e8:de:27:57:4f:32 > 00:c0:ca:83:1b:8c, ethertype IPv4 (0x0800), length 1514: 192.168.0.1.80 > 192.168.0.100.43370: Flags [.], seq 55034:56482, ack 334, win 2896, options [nop,nop,TS val 2598744 ecr 4307995], length 1448
14:35:48.191989 00:c0:ca:83:1b:8c > e8:de:27:57:4f:32, ethertype IPv4 (0x0800), length 66: 192.168.0.100.43370 > 192.168.0.1.80: Flags [.], ack 55034, win 1088, options [nop,nop,TS val 4308000 ecr 2598744], length 0
14:35:48.194564 e8:de:27:57:4f:32 > 00:c0:ca:83:1b:8c, ethertype IPv4 (0x0800), length 1514: 192.168.0.1.80 > 192.168.0.100.43370: Flags [.], seq 56482:57930, ack 334, win 2896, options [nop,nop,TS val 2598747 ecr 4307999], length 1448
14:35:48.194548 00:c0:ca:83:1b:8c > e8:de:27:57:4f:32, ethertype IPv4 (0x0800), length 66: 192.168.0.100.43370 > 192.168.0.1.80: Flags [.], ack 56482, win 1111, options [nop,nop,TS val 4308001 ecr 2598744], length 0
14:35:48.197126 e8:de:27:57:4f:32 > 00:c0:ca:83:1b:8c, ethertype IPv4 (0x0800), length 1514: 192.168.0.1.80 > 192.168.0.100.43370: Flags [.], seq 57930:59378, ack 334, win 2896, options [nop,nop,TS val 2598747 ecr 4307999], length 1448
14:35:48.199685 e8:de:27:57:4f:32 > 00:c0:ca:83:1b:8c, ethertype IPv4 (0x0800), length 1514: 192.168.0.1.80 > 192.168.0.100.43370: Flags [.], seq 59378:60826, ack 334, win 2896, options [nop,nop,TS val 2598748 ecr 4308000], length 1448
14:35:48.202757 e8:de:27:57:4f:32 > 00:c0:ca:83:1b:8c, ethertype IPv4 (0x0800), length 1514: 192.168.0.1.80 > 192.168.0.100.43370: Flags [.], seq 60826:62274, ack 334, win 2896, options [nop,nop,TS val 2598748 ecr 4308000], length 1448
14:35:48.202741 00:c0:ca:83:1b:8c > e8:de:27:57:4f:32, ethertype IPv4 (0x0800), length 66: 192.168.0.100.43370 > 192.168.0.1.80: Flags [.], ack 57930, win 1134, options [nop,nop,TS val 4308001 ecr 2598747], length 0
14:35:48.202741 00:c0:ca:83:1b:8c > e8:de:27:57:4f:32, ethertype IPv4 (0x0800), length 66: 192.168.0.100.43370 > 192.168.0.1.80: Flags [.], ack 59378, win 1156, options [nop,nop,TS val 4308002 ecr 2598747], length 0
14:35:48.202741 00:c0:ca:83:1b:8c > e8:de:27:57:4f:32, ethertype IPv4 (0x0800), length 66: 192.168.0.100.43370 > 192.168.0.1.80: Flags [.], ack 60826, win 1179, options [nop,nop,TS val 4308003 ecr 2598748], length 0
14:35:48.203253 00:c0:ca:83:1b:8c > e8:de:27:57:4f:32, ethertype IPv4 (0x0800), length 66: 192.168.0.100.43370 > 192.168.0.1.80: Flags [.], ack 62274, win 1201, options [nop,nop,TS val 4308003 ecr 2598748], length 0
14:35:48.205827 e8:de:27:57:4f:32 > 00:c0:ca:83:1b:8c, ethertype IPv4 (0x0800), length 1514: 192.168.0.1.80 > 192.168.0.100.43370: Flags [.], seq 62274:63722, ack 334, win 2896, options [nop,nop,TS val 2598751 ecr 4308001], length 1448
14:35:48.208388 e8:de:27:57:4f:32 > 00:c0:ca:83:1b:8c, ethertype IPv4 (0x0800), length 1514: 192.168.0.1.80 > 192.168.0.100.43370: Flags [.], seq 63722:65170, ack 334, win 2896, options [nop,nop,TS val 2598751 ecr 4308001], length 1448
14:35:48.210949 e8:de:27:57:4f:32 > 00:c0:ca:83:1b:8c, ethertype IPv4 (0x0800), length 1514: 192.168.0.1.80 > 192.168.0.100.43370: Flags [.], seq 65170:66618, ack 334, win 2896, options [nop,nop,TS val 2598751 ecr 4308003], length 1448
14:35:48.214022 e8:de:27:57:4f:32 > 00:c0:ca:83:1b:8c, ethertype IPv4 (0x0800), length 1514: 192.168.0.1.80 > 192.168.0.100.43370: Flags [.], seq 66618:68066, ack 334, win 2896, options [nop,nop,TS val 2598751 ecr 4308003], length 1448
